 [0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0],
 [0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0],
 [0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
 [0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0],
 [0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0],
 [0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0],
 [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
];

Trav =	[
 [0.00, 7.70, 7.70, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00],
 [7.70, 0.00, 11.73, 0.00, 0.00, 0.00, 15.43, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 14.34, 0.00, 0.00, 7.94, 0.00],
 [7.70, 11.73, 0.00, 0.00, 0.00, 0.00, 0.00, 10.88, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 11.36, 0.00, 0.00, 8.86, 7.70],
 [0.00, 0.00, 0.00, 0.00, 0.00, 4.87, 0.00, 0.00, 0.00, 10.34, 0.00, 0.00, 0.00, 0.00, 0.00, 8.89, 0.00, 7.17, 0.00, 0.00, 0.00],
 [0.00, 0.00, 0.00, 0.00, 0.00, 6.40, 0.00, 0.00, 0.00, 0.00, 8.62, 0.00, 8.26, 0.00, 8.89, 0.00, 0.00, 0.00, 10.70, 0.00, 0.00],
 [0.00, 0.00, 0.00, 4.87, 6.40, 0.00, 0.00, 0.00, 0.00, 0.00, 7.63, 0.00, 0.00, 0.00, 0.00, 5.43, 0.00, 4.98, 0.00, 0.00, 0.00],
 [0.00, 15.43, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 9.29, 0.00, 0.00, 0.00, 5.49, 0.00, 0.00, 0.00, 9.88, 0.00, 0.00, 0.00],
 [0.00, 0.00, 10.88, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 8.87, 0.00, 0.00, 0.00, 0.00, 4.64, 0.00, 0.00, 10.17, 0.00],
 [0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 6.54, 9.52, 0.00, 5.04, 0.00, 0.00, 0.00, 4.99, 0.00, 0.00],
 [0.00, 0.00, 0.00, 10.34, 0.00, 0.00, 9.29, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 6.76, 0.00, 4.77, 0.00, 0.00, 0.00, 0.00, 0.00],
 [0.00, 0.00, 0.00, 0.00, 8.62, 7.63, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 12.24, 0.00, 0.00, 5.32, 0.00, 0.00, 0.00],
 [0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 8.87, 6.54, 0.00, 0.00, 0.00, 6.80, 0.00, 0.00, 0.00, 0.00, 0.00, 8.94, 0.00, 0.00],
 [0.00, 0.00, 0.00, 0.00, 8.26, 0.00, 0.00, 0.00, 9.52, 0.00, 0.00, 6.80, 0.00, 0.00, 7.14, 0.00, 0.00, 0.00, 5.08, 0.00, 0.00],
 [0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 5.49, 0.00, 0.00, 6.76, 0.00, 0.00, 0.00, 0.00, 0.00, 7.88, 0.00, 0.00, 0.00, 0.00, 0.00],
 [0.00, 0.00, 0.00, 0.00, 8.89, 0.00, 0.00, 0.00, 5.04, 0.00, 12.24, 0.00, 7.14, 0.00, 0.00, 0.00, 0.00, 0.00, 4.78, 0.00, 0.00],
 [0.00, 0.00, 0.00, 8.89, 0.00, 5.43, 0.00, 0.00, 0.00, 4.77, 0.00, 0.00, 0.00, 7.88, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00],
 [0.00, 14.34, 11.36, 0.00, 0.00, 0.00, 0.00, 4.64, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00],
 [0.00, 0.00, 0.00, 7.17, 0.00, 4.98, 9.88, 0.00, 0.00, 0.00, 5.32, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 10.38, 0.00],
 [0.00, 0.00, 0.00, 0.00, 10.70, 0.00, 0.00, 0.00, 4.99, 0.00, 0.00, 8.94, 5.08, 0.00, 4.78, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00],
 [0.00, 7.94, 8.86, 0.00, 0.00, 0.00, 0.00, 10.17, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 10.38, 0.00, 0.00, 0.00],
 [0.00, 0.00, 7.70, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]
];

Edep =	[
 [0.00, 0.54, 0.54, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00],
 [0.54, 0.00, 0.95, 0.00, 0.00, 0.00, 0.90, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.86, 0.00, 0.00, 0.59, 0.00],
 [0.54, 0.95, 0.00, 0.00, 0.00, 0.00, 0.00, 0.79, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.84, 0.00, 0.00, 0.80, 0.54],
 [0.00, 0.00, 0.00, 0.00, 0.00, 0.45, 0.00, 0.00, 0.00, 0.61, 0.00, 0.00, 0.00, 0.00, 0.00, 0.86, 0.00, 0.55, 0.00, 0.00, 0.00],
 [0.00, 0.00, 0.00, 0.00, 0.00, 0.59, 0.00, 0.00, 0.00, 0.00, 0.59, 0.00, 0.55, 0.00, 0.71, 0.00, 0.00, 0.00, 0.91, 0.00, 0.00],
 [0.00, 0.00, 0.00, 0.45, 0.59, 0.00, 0.00, 0.00, 0.00, 0.00, 0.64, 0.00, 0.00, 0.00, 0.00, 0.57, 0.00, 0.52, 0.00, 0.00, 0.00],
 [0.00, 0.90, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.67, 0.00, 0.00, 0.00, 0.40, 0.00, 0.00, 0.00, 0.97, 0.00, 0.00, 0.00],
 [0.00, 0.00, 0.79, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.87, 0.00, 0.00, 0.00, 0.00, 0.40, 0.00, 0.00, 0.89, 0.00],
 [0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.45, 0.54, 0.00, 0.40, 0.00, 0.00, 0.00, 0.42, 0.00, 0.00],
 [0.00, 0.00, 0.00, 0.61, 0.00, 0.00, 0.67, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.42, 0.00, 0.47, 0.00, 0.00, 0.00, 0.00, 0.00],
 [0.00, 0.00, 0.00, 0.00, 0.59, 0.64, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.70, 0.00, 0.00, 0.37, 0.00, 0.00, 0.00],
 [0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.87, 0.45, 0.00, 0.00, 0.00, 0.63, 0.00, 0.00, 0.00, 0.00, 0.00, 0.82, 0.00, 0.00],
 [0.00, 0.00, 0.00, 0.00, 0.55, 0.00, 0.00, 0.00, 0.54, 0.00, 0.00, 0.63, 0.00, 0.00, 0.43, 0.00, 0.00, 0.00, 0.44, 0.00, 0.00],
 [0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.40, 0.00, 0.00, 0.42, 0.00, 0.00, 0.00, 0.00, 0.00, 0.75, 0.00, 0.00, 0.00, 0.00, 0.00],
 [0.00, 0.00, 0.00, 0.00, 0.71, 0.00, 0.00, 0.00, 0.40, 0.00, 0.70, 0.00, 0.43, 0.00, 0.00, 0.00, 0.00, 0.00, 0.49, 0.00, 0.00],
 [0.00, 0.00, 0.00, 0.86, 0.00, 0.57, 0.00, 0.00, 0.00, 0.47, 0.00, 0.00, 0.00, 0.75, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00],
 [0.00, 0.86, 0.84, 0.00, 0.00, 0.00, 0.00, 0.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00],
 [0.00, 0.00, 0.00, 0.55, 0.00, 0.52, 0.97, 0.00, 0.00, 0.00, 0.37, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.99, 0.00],
 [0.00, 0.00, 0.00, 0.00, 0.91, 0.00, 0.00, 0.00, 0.42, 0.00, 0.00, 0.82, 0.44, 0.00, 0.49, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00],
 [0.00, 0.59, 0.80, 0.00, 0.00, 0.00, 0.00, 0.89, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.99, 0.00, 0.00, 0.00],
 [0.00, 0.00, 0.54, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]
];

Ebox =	[
 [0.00, 0.06, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00],
 [0.06, 0.00, 0.13, 0.00, 0.00, 0.00, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.07, 0.00, 0.00, 0.07, 0.00],
 [0.06, 0.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.10, 0.00, 0.00, 0.12, 0.06],
 [0.00, 0.00, 0.00, 0.00, 0.00, 0.07, 0.00, 0.00, 0.00, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.15, 0.00, 0.07, 0.00, 0.00, 0.00],
 [0.00, 0.00, 0.00, 0.00, 0.00, 0.10, 0.00, 0.00, 0.00, 0.00, 0.06, 0.00, 0.06, 0.00, 0.09, 0.00, 0.00, 0.00, 0.13, 0.00, 0.00],
 [0.00, 0.00, 0.00, 0.07, 0.10, 0.00, 0.00, 0.00, 0.00, 0.00, 0.09, 0.00, 0.00, 0.00, 0.00, 0.11, 0.00, 0.10, 0.00, 0.00, 0.00],
 [0.00, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.08, 0.00, 0.00, 0.00, 0.05, 0.00, 0.00, 0.00, 0.17, 0.00, 0.00, 0.00],
 [0.00, 0.00, 0.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.15, 0.00, 0.00, 0.00, 0.00, 0.06, 0.00, 0.00, 0.13, 0.00],
 [0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.05, 0.04, 0.00, 0.05, 0.00, 0.00, 0.00, 0.06, 0.00, 0.00],
 [0.00, 0.00, 0.00, 0.05, 0.00, 0.00, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.04, 0.00, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00],
 [0.00, 0.00, 0.00, 0.00, 0.06, 0.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.06, 0.00, 0.00, 0.04, 0.00, 0.00, 0.00],
 [0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.15, 0.05, 0.00, 0.00, 0.00, 0.10, 0.00, 0.00, 0.00, 0.00, 0.00, 0.13, 0.00, 0.00],
 [0.00, 0.00, 0.00, 0.00, 0.06, 0.00, 0.00, 0.00, 0.04, 0.00, 0.00, 0.10, 0.00, 0.00, 0.04, 0.00, 0.00, 0.00, 0.06, 0.00, 0.00],
 [0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.05, 0.00, 0.00, 0.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0.13, 0.00, 0.00, 0.00, 0.00, 0.00],
 [0.00, 0.00, 0.00, 0.00, 0.09, 0.00, 0.00, 0.00, 0.05, 0.00, 0.06, 0.00, 0.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0.09, 0.00, 0.00],
 [0.00, 0.00, 0.00, 0.15, 0.00, 0.11, 0.00, 0.00, 0.00, 0.08, 0.00, 0.00, 0.00, 0.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00],
 [0.00, 0.07, 0.10, 0.00, 0.00, 0.00, 0.00, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00],
 [0.00, 0.00, 0.00, 0.07, 0.00, 0.10, 0.17, 0.00, 0.00, 0.00, 0.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.17, 0.00],
 [0.00, 0.00, 0.00, 0.00, 0.13, 0.00, 0.00, 0.00, 0.06, 0.00, 0.00, 0.13, 0.06, 0.00, 0.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00],
 [0.00, 0.07, 0.12, 0.00, 0.00, 0.00, 0.00, 0.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.17, 0.00, 0.00, 0.00],
 [0.00, 0.00, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]
];
