    [0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0],
    [0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0],
    [0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
    [0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
    [0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0],
    [0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0],
    [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0],
    [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0],
    [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0],
    [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0],
    [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0],
    [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0],
    [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0],
    [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0],
    [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
];

Trav =	[
    [0, 9.6, 9.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
    [9.6, 0, 9.6, 9.6, 0, 0, 0, 0, 0, 0, 0, 9.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
    [9.6, 9.6, 0, 9.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.6, 0, 0, 0, 0, 0, 0, 0],
    [0, 9.6, 9.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.6, 0, 0, 0, 0, 0, 0, 0, 0],
    [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.6, 9.6, 9.6, 9.6, 0, 0, 0, 0, 0, 0, 0, 0],
    [0, 0, 0, 0, 0, 0, 0, 0, 0, 9.6, 0, 0, 0, 9.6, 9.6, 9.6, 0, 0, 0, 0, 0, 0],
    [0, 0, 0, 0, 0, 0, 0, 9.6, 0, 0, 0, 0, 9.6, 9.6, 0, 9.6, 0, 0, 0, 0, 0, 0],
    [0, 0, 0, 0, 0, 0, 9.6, 0, 9.6, 0, 0, 0, 9.6, 0, 0, 0, 9.6, 0, 0, 0, 0, 0],
    [0, 0, 0, 0, 0, 0, 0, 9.6, 0, 0, 0, 0, 0, 0, 0, 9.6, 9.6, 0, 0, 0, 0, 0],
    [0, 0, 0, 0, 0, 9.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
    [0, 0, 0, 0, 9.6, 0, 0, 0, 0, 0, 0, 9.6, 9.6, 0, 0, 0, 0, 0, 0, 0, 0, 0],
    [0, 9.6, 0, 0, 9.6, 0, 0, 0, 0, 0, 9.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
    [0, 0, 0, 0, 9.6, 0, 9.6, 9.6, 0, 0, 9.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
    [0, 0, 0, 9.6, 9.6, 9.6, 9.6, 0, 0, 0, 0, 0, 0, 0, 9.6, 0, 0, 0, 0, 0, 0, 0],
    [0, 0, 9.6, 0, 0, 9.6, 0, 0, 0, 0, 0, 0, 0, 9.6, 0, 0, 0, 0, 0, 0, 0, 0],
    [0, 0, 0, 0, 0, 9.6, 9.6, 0, 9.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.6, 0, 0],
    [0, 0, 0, 0, 0, 0, 0, 9.6, 9.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.6, 0],
    [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.6, 0, 9.6, 0],
    [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.6, 0, 9.6, 0, 0],
    [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.6, 0, 0, 9.6, 0, 9.6, 0],
    [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.6, 9.6, 0, 9.6, 0, 0],
    [0, 0, 9.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
];

Edep =	[
    [0, 2.138, 2.138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
    [2.138, 0, 2.138, 2.138, 0, 0, 0, 0, 0, 0, 0, 2.138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
    [2.138, 2.138, 0, 2.138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
    [0, 2.138, 2.138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
    [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.138, 2.138, 2.138, 2.138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
    [0, 0, 0, 0, 0, 0, 0, 0, 0, 2.138, 0, 0, 0, 2.138, 2.138, 2.138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
    [0, 0, 0, 0, 0, 0, 0, 2.138, 0, 0, 0, 0, 2.138, 2.138, 0, 2.138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
    [0, 0, 0, 0, 0, 0, 2.138, 0, 2.138, 0, 0, 0, 2.138, 0, 0, 0, 2.138, 0, 0, 0, 0, 0, 0, 0, 0, 0],
    [0, 0, 0, 0, 0, 0, 0, 2.138, 0, 0, 0, 0, 0, 0, 0, 2.138, 2.138, 0, 0, 0, 0, 0, 0, 0, 0, 0],
    [0, 0, 0, 0, 0, 2.138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
    [0, 0, 0, 0, 2.138, 0, 0, 0, 0, 0, 0, 2.138, 2.138, 0, 0, 0, 0, 0, 0, 0, 0, 2.138, 2.138, 0, 0, 0],
    [0, 2.138, 0, 0, 2.138, 0, 0, 0, 0, 0, 2.138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.138, 0, 0],
    [0, 0, 0, 0, 2.138, 0, 2.138, 2.138, 0, 0, 2.138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.138, 0],
    [0, 0, 0, 2.138, 2.138, 2.138, 2.138, 0, 0, 0, 0, 0, 0, 0, 2.138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
    [0, 0, 2.138, 0, 0, 2.138, 0, 0, 0, 0, 0, 0, 0, 2.138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
    [0, 0, 0, 0, 0, 2.138, 2.138, 0, 2.138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.138, 0, 0, 0, 0, 0, 0],
    [0, 0, 0, 0, 0, 0, 0, 2.138, 2.138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.138, 0, 0, 0, 0, 0],
    [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.138, 0, 2.138, 0, 0, 0, 0, 0],
    [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.138, 0, 2.138, 0, 0, 0, 0, 0, 0],
    [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.138, 0, 0, 2.138, 0, 2.138, 0, 0, 0, 0, 0],
    [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.138, 2.138, 0, 2.138, 0, 0, 0, 0, 0, 0],
    [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.138, 0, 0],
    [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.138, 0],
    [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.138, 0, 0, 0, 0],
    [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.138, 0, 0, 0],
    [0, 0, 2.138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
];
		
Ebox =	[
    [0, 0.266, 0.266, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
    [0.266, 0, 0.266, 0.266, 0, 0, 0, 0, 0, 0, 0, 0.266, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
    [0.266, 0.266, 0, 0.266, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.266, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
    [0, 0.266, 0.266, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.266, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
    [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.266, 0.266, 0.266, 0.266, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
    [0, 0, 0, 0, 0, 0, 0, 0, 0, 0.266, 0, 0, 0, 0.266, 0.266, 0.266, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
    [0, 0, 0, 0, 0, 0, 0, 0.266, 0, 0, 0, 0, 0.266, 0.266, 0, 0.266, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
    [0, 0, 0, 0, 0, 0, 0.266, 0, 0.266, 0, 0, 0, 0.266, 0, 0, 0, 0.266, 0, 0, 0, 0, 0, 0, 0, 0, 0],
    [0, 0, 0, 0, 0, 0, 0, 0.266, 0, 0, 0, 0, 0, 0, 0, 0.266, 0.266, 0, 0, 0, 0, 0, 0, 0, 0, 0],
    [0, 0, 0, 0, 0, 0.266, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
    [0, 0, 0, 0, 0.266, 0, 0, 0, 0, 0, 0, 0.266, 0.266, 0, 0, 0, 0, 0, 0, 0, 0, 0.266, 0.266, 0, 0, 0],
    [0, 0.266, 0, 0, 0.266, 0, 0, 0, 0, 0, 0.266, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.266, 0, 0],
    [0, 0, 0, 0, 0.266, 0, 0.266, 0.266, 0, 0, 0.266, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.266, 0],
    [0, 0, 0, 0.266, 0.266, 0.266, 0.266, 0, 0, 0, 0, 0, 0, 0, 0.266, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
    [0, 0, 0.266, 0, 0, 0.266, 0, 0, 0, 0, 0, 0, 0, 0.266, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
    [0, 0, 0, 0, 0, 0.266, 0.266, 0, 0.266, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.266, 0, 0, 0, 0, 0, 0],
    [0, 0, 0, 0, 0, 0, 0, 0.266, 0.266, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.266, 0, 0, 0, 0, 0],
    [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.266, 0, 0.266, 0, 0, 0, 0, 0],
    [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.266, 0, 0.266, 0, 0, 0, 0, 0, 0],
    [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.266, 0, 0, 0.266, 0, 0.266, 0, 0, 0, 0, 0],
    [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.266, 0.266, 0, 0.266, 0, 0, 0, 0, 0, 0],
    [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.266, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.266, 0, 0],
    [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.266, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.266, 0],
    [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.266, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.266, 0, 0, 0, 0],
    [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.266, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.266, 0, 0, 0],
    [0, 0, 0.266, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
];
