 [0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.88, 0.00, 0.80, 0.00, 0.90, 0.00, 0.00],
 [0.00, 0.00, 0.00, 1.81, 0.00, 0.00, 0.00, 0.00, 0.00, 0.64, 0.85, 0.58, 0.00],
 [0.00, 0.00, 0.00, 0.47, 0.88, 0.00, 0.00, 0.86, 0.71, 0.00, 0.00, 0.00, 0.00],
 [0.00, 0.00, 0.00, 0.57, 0.00, 0.00, 0.86, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00],
 [0.00, 0.00, 0.68, 0.00, 0.80, 0.00, 0.71, 0.00, 0.00, 0.00, 0.40, 0.00, 0.00],
 [0.00, 0.00, 0.00, 0.64, 0.00, 0.64, 0.00, 0.00, 0.00, 0.00, 0.60, 0.57, 0.00],
 [0.00, 0.00, 0.00, 0.00, 0.90, 0.85, 0.00, 0.00, 0.40, 0.60, 0.00, 0.51, 0.00],
 [0.00, 0.78, 0.00, 0.42, 0.00, 0.58, 0.00, 0.00, 0.00, 0.57, 0.51, 0.00, 0.00],
 [0.00, 0.00, 0.67, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]
];

Ebox =	[
 [0.00, 0.06, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00],
 [0.06, 0.00, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.06, 0.00],
 [0.06, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.07, 0.00, 0.00, 0.00, 0.06],
 [0.00, 0.00, 0.00, 0.00, 0.00, 0.23, 0.06, 0.10, 0.00, 0.07, 0.00, 0.06, 0.00],
 [0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.16, 0.00, 0.15, 0.00, 0.09, 0.00, 0.00],
 [0.00, 0.00, 0.00, 0.23, 0.00, 0.00, 0.00, 0.00, 0.00, 0.06, 0.09, 0.06, 0.00],
 [0.00, 0.00, 0.00, 0.06, 0.16, 0.00, 0.00, 0.07, 0.09, 0.00, 0.00, 0.00, 0.00],
 [0.00, 0.00, 0.00, 0.10, 0.00, 0.00, 0.07, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00],
 [0.00, 0.00, 0.07, 0.00, 0.15, 0.00, 0.09, 0.00, 0.00, 0.00, 0.05, 0.00, 0.00],
 [0.00, 0.00, 0.00, 0.07, 0.00, 0.06, 0.00, 0.00, 0.00, 0.00, 0.05, 0.05, 0.00],
 [0.00, 0.00, 0.00, 0.00, 0.09, 0.09, 0.00, 0.00, 0.05, 0.05, 0.00, 0.04, 0.00],
 [0.00, 0.06, 0.00, 0.06, 0.00, 0.06, 0.00, 0.00, 0.00, 0.05, 0.04, 0.00, 0.00],
 [0.00, 0.00, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]
];

Distance = [
 [0.0, 5.93, 5.93, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0],
 [5.93, 0.0, 4.02, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.92, 0.0],
 [5.93, 4.02, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.87, 0.0, 0.0, 0.0, 5.93],
 [0.0, 0.0, 0.0, 0.0, 0.0, 6.86, 3.95, 4.58, 0.0, 5.49, 0.0, 3.47, 0.0],
 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.98, 0.0, 6.25, 0.0, 7.87, 0.0, 0.0],
 [0.0, 0.0, 0.0, 6.86, 0.0, 0.0, 0.0, 0.0, 0.0, 5.61, 7.31, 4.97, 0.0],
 [0.0, 0.0, 0.0, 3.95, 6.98, 0.0, 0.0, 7.6, 6.04, 0.0, 0.0, 0.0, 0.0],
 [0.0, 0.0, 0.0, 4.58, 0.0, 0.0, 7.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0],
 [0.0, 0.0, 5.87, 0.0, 6.25, 0.0, 6.04, 0.0, 0.0, 0.0, 3.41, 0.0, 0.0],
 [0.0, 0.0, 0.0, 5.49, 0.0, 5.61, 0.0, 0.0, 0.0, 0.0, 5.27, 5.07, 0.0],
 [0.0, 0.0, 0.0, 0.0, 7.87, 7.31, 0.0, 0.0, 3.41, 5.27, 0.0, 4.55, 0.0],
 [0.0, 6.92, 0.0, 3.47, 0.0, 4.97, 0.0, 0.0, 0.0, 5.07, 4.55, 0.0, 0.0],
 [0.0, 0.0, 5.93, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
];
